0.367,0.191,0.885,0
0.306,0.623,0.926,0.113
0.143,0.814,0.974,0.274
0.0612,0.95,0.994,0.44
0.0408,0.96,0.995,0.459
0.0204,0.995,0.999,0.556
0,1,1,1
